DZ,HB,Easting,Northing,urban,JSA2011,workpop2011
S01005976,Lanarkshire,270635.7628,658202.2808,1,5,454
S01005977,Lanarkshire,268049.3565,658215.6304,2,15,477
S01005978,Lanarkshire,269940.48,658312.9088,1,10,391
S01005979,Lanarkshire,269012.1715,658320.741,2,30,523
S01005980,Lanarkshire,268081.2731,658638.0205,2,10,382
S01005981,Greater Glasgow & Clyde,262528.2772,658869.8516,1,15,471
S01005982,Greater Glasgow & Clyde,262882.7666,658923.2994,1,35,360
S01005983,Lanarkshire,268155.1537,658980.6532,2,10,603
S01005984,Lanarkshire,271224.1422,659028.8843,1,8,550
S01005985,Lanarkshire,270460.4881,659041.3748,1,30,479
S01005986,Lanarkshire,269521.4589,659054.8968,1,8,682
S01005987,Greater Glasgow & Clyde,262889.8487,659125.4465,1,15,290
S01005988,Greater Glasgow & Clyde,261951.7595,659145.5148,1,30,302
S01005989,Lanarkshire,270833.2864,659146.3291,1,5,469
S01005990,Greater Glasgow & Clyde,263456.2053,659191.9776,1,115,816
S01005991,Greater Glasgow & Clyde,265766.4603,659218.5352,1,30,470
S01005992,Greater Glasgow & Clyde,261777.2662,659266.8856,1,30,317
S01005993,Greater Glasgow & Clyde,264118.511,659374.3828,1,5,474
S01005994,Lanarkshire,270131.163,659377.884,1,30,547
S01005995,Greater Glasgow & Clyde,262821.8842,659381.0664,1,38,370
S01005996,Greater Glasgow & Clyde,266759.6676,659382.4455,1,13,641
S01005997,Greater Glasgow & Clyde,263146.6598,659388.9589,1,25,339
S01005998,Greater Glasgow & Clyde,263637.6924,659391.5612,1,68,408
S01005999,Greater Glasgow & Clyde,264515.9636,659482.2891,1,20,884
S01006000,Greater Glasgow & Clyde,261833.3071,659514.5641,1,38,394
S01006001,Lanarkshire,270584.5334,659518.8278,1,15,498
S01006002,Greater Glasgow & Clyde,262609.2581,659531.3208,1,13,300
S01006003,Greater Glasgow & Clyde,265784.5026,659551.4194,1,28,353
S01006004,Greater Glasgow & Clyde,266381.5503,659556.0796,1,20,1005
S01006005,Greater Glasgow & Clyde,265040.8986,659592.9571,1,23,315
S01006006,Greater Glasgow & Clyde,262217.065,659654.9837,1,10,537
S01006007,Greater Glasgow & Clyde,262831.5874,659707.1917,1,28,292
S01006008,Greater Glasgow & Clyde,265291.8566,659758.787,1,38,405
S01006009,Greater Glasgow & Clyde,263581.177,659793.7662,1,8,387
S01006010,Greater Glasgow & Clyde,264141.619,659882.8856,1,8,577
S01006011,Greater Glasgow & Clyde,261644.086,659887.1405,1,43,540
S01006012,Greater Glasgow & Clyde,265890.251,659921.835,1,50,497
S01006013,Lanarkshire,269271.4375,659926.1776,1,0,387
S01006014,Greater Glasgow & Clyde,264859.1553,659963.6782,1,33,419
S01006015,Greater Glasgow & Clyde,262462.4971,659994.9719,1,8,401
S01006016,Greater Glasgow & Clyde,263002.6662,660012.112,1,13,690
S01006017,Lanarkshire,268380.7677,660050.7951,2,33,760
S01006018,Greater Glasgow & Clyde,266240.1777,660057.6728,1,13,678
S01006019,Greater Glasgow & Clyde,265508.533,660070.4677,1,45,837
S01006020,Greater Glasgow & Clyde,261980.3533,660110.4451,1,5,466
S01006021,Lanarkshire,270181.8441,660115.1346,1,20,631
S01006022,Greater Glasgow & Clyde,261466.1813,660196.2198,1,35,371
S01006023,Greater Glasgow & Clyde,263678.002,660211.7986,1,8,469
S01006024,Greater Glasgow & Clyde,260693.0634,660253.118,1,33,406
S01006025,Greater Glasgow & Clyde,264515.2574,660274.1724,1,18,569
S01006026,Greater Glasgow & Clyde,261007.9324,660285.0427,1,23,464
S01006027,Greater Glasgow & Clyde,262328.7411,660409.6281,1,8,448
S01006028,Lanarkshire,269511.4541,660445.3239,1,20,433
S01006029,Greater Glasgow & Clyde,263752.9582,660513.1608,1,10,495
S01006030,Greater Glasgow & Clyde,261791.0671,660540.9214,1,8,543
S01006031,Greater Glasgow & Clyde,263222.5088,660549.8331,1,28,846
S01006032,Lanarkshire,269894.9341,660557.5631,1,40,563
S01006033,Greater Glasgow & Clyde,266461.7012,660563.8173,1,20,910
S01006034,Greater Glasgow & Clyde,265037.1724,660663.853,1,98,1029
S01006035,Greater Glasgow & Clyde,261065.6889,660684.6618,1,18,501
S01006036,Greater Glasgow & Clyde,266677.3049,660699.8967,1,38,1609
S01006037,Greater Glasgow & Clyde,260556.5822,660709.5661,1,18,560
S01006038,Greater Glasgow & Clyde,262244.1619,660727.9424,1,5,424
S01006039,Lanarkshire,269305.3588,660777.7879,1,23,511
S01006040,Greater Glasgow & Clyde,266010.7108,660778.5087,1,50,484
S01006041,Greater Glasgow & Clyde,264243.986,660790.0714,1,40,458
S01006042,Greater Glasgow & Clyde,262745.6986,660795.328,1,18,488
S01006043,Greater Glasgow & Clyde,264441.1654,660874.0882,1,10,363
S01006044,Greater Glasgow & Clyde,261437.4423,660908.1914,1,13,486
S01006045,Lanarkshire,269791.3342,660934.0438,1,10,456
S01006046,Greater Glasgow & Clyde,260244.8462,660936.7205,1,23,602
S01006047,Greater Glasgow & Clyde,262999.2149,660969.5247,1,23,415
S01006048,Greater Glasgow & Clyde,262224.7821,661036.1216,1,10,476
S01006049,Greater Glasgow & Clyde,260956.6489,661106.5175,1,13,426
S01006050,Greater Glasgow & Clyde,260668.736,661127.6426,1,25,522
S01006051,Greater Glasgow & Clyde,260406.4748,661138.8921,1,25,559
S01006052,Greater Glasgow & Clyde,261896.2278,661219.6082,1,15,508
S01006053,Greater Glasgow & Clyde,262499.4875,661273.6498,1,13,475
S01006054,Greater Glasgow & Clyde,261433.5754,661340.4838,1,15,468
S01006055,Greater Glasgow & Clyde,261900.6235,661392.0643,1,15,548
S01006056,Lanarkshire,268819.4453,661445.0381,1,8,609
S01006057,Greater Glasgow & Clyde,261289.2848,661489.2713,1,30,450
S01006058,Greater Glasgow & Clyde,260631.6646,661522.6252,1,30,432
S01006059,Greater Glasgow & Clyde,262027.7879,661533.5081,1,20,418
S01006060,Greater Glasgow & Clyde,263274.6454,661608.3678,1,18,390
S01006061,Greater Glasgow & Clyde,261364.5409,661613.1544,1,58,439
S01006062,Greater Glasgow & Clyde,260922.8985,661614.7137,1,43,389
S01006063,Greater Glasgow & Clyde,260596.7377,661885.9289,1,55,378
S01006064,Greater Glasgow & Clyde,262080.2007,661950.663,1,23,485
S01006065,Greater Glasgow & Clyde,260841.1367,662293.8778,1,50,632
S01006066,Greater Glasgow & Clyde,262068.6752,662642.0315,1,50,659
S01006067,Forth Valley,254547.8768,678210.8599,5,10,525
S01006068,Forth Valley,256143.1642,679254.154,5,13,295
S01006069,Forth Valley,255038.374,680757.1279,5,0,455
S01006070,Forth Valley,250456.3729,682610.4026,5,8,357
S01006071,Forth Valley,252127.7057,685793.9772,5,10,518
S01006072,Forth Valley,257066.7477,686181.2863,6,5,352
S01006073,Forth Valley,252729.0086,686644.5444,5,5,291
S01006074,Forth Valley,263305.1229,686749.0111,5,5,396
S01006075,Forth Valley,283651.013,686960.9597,5,48,689
S01006076,Forth Valley,282155.0002,687407.6575,5,40,589
S01006077,Forth Valley,284916.7265,687976.2799,5,30,723
S01006078,Forth Valley,273506.348,688077.06,2,18,738
S01006079,Forth Valley,279856.4625,688299.5439,2,20,437
S01006080,Forth Valley,254857.6441,688989.0828,6,13,574
S01006081,Forth Valley,245938.0743,689281.4398,5,5,450
S01006082,Forth Valley,284019.8552,689339.054,5,30,524
S01006083,Forth Valley,248912.3652,689483.9975,5,13,527
S01006084,Forth Valley,283743.8104,689594.4167,5,33,564
S01006085,Forth Valley,281389.7535,689863.6246,2,20,490
S01006086,Forth Valley,280228.9383,689979.1934,2,20,609
S01006087,Forth Valley,281067.4569,689981.1569,2,28,404
S01006088,Forth Valley,281709.9532,690034.6968,2,15,548
S01006089,Forth Valley,281067.6532,690398.155,2,20,389
S01006090,Forth Valley,280244.6028,690429.104,2,38,504
S01006091,Forth Valley,252966.7303,690604.3107,5,3,503
S01006092,Forth Valley,280770.0652,690664.1554,2,13,335
S01006093,Forth Valley,280315.3121,690713.5127,2,20,477
S01006094,Forth Valley,279889.7596,690828.1991,2,15,480
S01006095,Forth Valley,281239.4812,690875.585,2,13,572
S01006096,Forth Valley,279247.1895,690973.0299,2,13,416
S01006097,Forth Valley,280026.3239,691107.3023,2,38,593
S01006098,Forth Valley,279540.1416,691143.6849,2,28,375
S01006099,Forth Valley,280676.7331,691218.0121,2,5,363
S01006100,Forth Valley,279036.6821,691326.6516,2,23,267
S01006101,Forth Valley,280259.6286,691355.4595,2,23,396
S01006102,Forth Valley,279320.4685,691541.0847,2,38,495
S01006103,Forth Valley,280527.5049,691560.5778,2,15,476
S01006104,Forth Valley,279882.2527,691587.0209,2,30,402
S01006105,Forth Valley,278847.5715,691654.4639,2,40,576
S01006106,Forth Valley,283875.8543,691698.1698,5,25,503
S01006107,Forth Valley,283645.1099,691720.2957,5,23,414
S01006108,Forth Valley,283553.6405,691796.3192,5,43,605
S01006109,Forth Valley,279354.9734,691897.1172,2,10,402
S01006110,Forth Valley,283245.096,691984.1434,5,40,481
S01006111,Forth Valley,280122.8324,692006.5958,2,15,480
S01006112,Forth Valley,281021.7557,692163.1351,2,15,493
S01006113,Forth Valley,278874.2209,692170.7721,2,8,493
S01006114,Forth Valley,280060.35,692410.6887,2,18,409
S01006115,Forth Valley,279399.7352,692411.1285,2,13,406
S01006116,Forth Valley,278456.66,692490.8484,2,5,513
S01006117,Forth Valley,277849.652,692520.9837,2,10,513
S01006118,Forth Valley,266239.5005,692672.5361,5,5,333
S01006119,Forth Valley,279396.2629,693003.7116,2,8,558
S01006120,Forth Valley,279712.1259,693146.6812,2,20,676
S01006121,Forth Valley,280867.1694,693250.9706,2,33,400
S01006122,Forth Valley,275550.4954,693291.1705,2,15,686
S01006123,Forth Valley,279388.7912,693582.0033,2,30,576
S01006124,Forth Valley,279281.8059,693823.3841,2,40,496
S01006125,Forth Valley,280061.5455,693836.7976,2,25,648
S01006126,Forth Valley,279567.2479,693971.5949,2,38,569
S01006127,Forth Valley,279767.1895,694153.6503,2,20,582
S01006128,Forth Valley,279427.5578,694169.2241,2,30,682
S01006129,Forth Valley,256731.5863,694175.4201,5,10,396
S01006130,Forth Valley,278653.2994,694376.7024,2,25,327
S01006131,Forth Valley,270039.2001,694402.4334,5,13,587
S01006132,Forth Valley,279117.3535,694678.3993,2,58,389
S01006133,Forth Valley,264724.865,694689.2294,5,5,347
S01006134,Forth Valley,280413.8262,694691.9855,2,10,288
S01006135,Forth Valley,279510.8749,694751.0424,2,40,292
S01006136,Forth Valley,278449.7093,694871.8376,2,68,642
S01006137,Forth Valley,279782.7365,694945.8671,2,20,685
S01006138,Forth Valley,280000.0599,694977.5306,2,5,434
S01006139,Forth Valley,279338.396,695247.5519,2,23,281
S01006140,Forth Valley,282266.9758,695303.2495,2,5,576
S01006141,Forth Valley,279042.9117,695502.663,2,48,1208
S01006142,Forth Valley,279828.3616,695674.7545,2,8,414
S01006143,Forth Valley,280063.038,696038.0666,2,10,502
S01006144,Forth Valley,279131.4249,696309.3288,2,8,589
S01006145,Forth Valley,279464.5989,696871.6542,2,13,720
S01006146,Forth Valley,279856.479,697292.257,2,8,537
S01006147,Forth Valley,279202.9077,697340.1594,2,13,530
S01006148,Forth Valley,277228.5706,697577.9328,2,10,426
S01006149,Forth Valley,271763.7134,697651.6904,5,15,811
S01006150,Forth Valley,249962.9237,697868.0373,6,10,604
S01006151,Forth Valley,280904.9362,697976.1577,2,0,2049
S01006152,Forth Valley,278998.335,698058.2007,2,5,532
S01006153,Forth Valley,261987.9324,698558.1068,5,5,473
S01006154,Forth Valley,277426.0284,700623.2414,3,10,419
S01006155,Forth Valley,277772.6832,700785.0094,3,15,459
S01006156,Forth Valley,277507.8287,700979.3565,3,5,378
S01006157,Forth Valley,277943.6654,701158.3343,3,15,389
S01006158,Forth Valley,282941.3535,701243.173,3,5,514
S01006159,Forth Valley,278397.2956,701304.4247,3,10,475
S01006160,Forth Valley,278884.529,701305.4275,3,5,407
S01006161,Forth Valley,277523.4339,701344.233,3,8,450
S01006162,Forth Valley,272342.7195,701419.4622,5,5,310
S01006163,Forth Valley,243618.3017,701520.9645,6,10,526
S01006164,Forth Valley,269454.3818,701663.9236,5,15,356
S01006165,Forth Valley,278992.2899,702385.7678,3,5,657
S01006166,Forth Valley,275308.2716,704669.4907,3,5,576
S01006167,Forth Valley,278179.2195,704906.0085,5,10,1039
S01006168,Forth Valley,264940.7307,706055.0167,3,15,629
S01006169,Forth Valley,270962.3497,706835.507,5,8,459
S01006170,Forth Valley,262655.4407,707648.1801,3,10,518
S01006171,Forth Valley,263266.917,707650.3918,3,13,482
S01006172,Forth Valley,266007.5054,709373.3157,3,3,272
S01006173,Forth Valley,255656.8777,711356.5298,6,5,394
S01006174,Forth Valley,239378.9505,721194.1806,6,13,470
S01006175,Forth Valley,257639.0841,726470.1102,6,10,492
S01006176,Forth Valley,252766.7185,733604.4632,6,8,362
S01006177,Greater Glasgow & Clyde,250468.9549,669175.472,1,75,401
S01006178,Greater Glasgow & Clyde,250950.7889,669438.6219,1,13,470
S01006179,Greater Glasgow & Clyde,250655.8395,669645.1602,1,20,534
S01006180,Greater Glasgow & Clyde,250234.3368,669742.3077,1,45,510
S01006181,Greater Glasgow & Clyde,251105.1848,669803.8966,1,60,509
S01006182,Greater Glasgow & Clyde,249606.3296,669907.1584,1,35,455
S01006183,Greater Glasgow & Clyde,250851.9581,670002.1896,1,50,449
S01006184,Greater Glasgow & Clyde,251216.3587,670192.4698,1,25,458
S01006185,Greater Glasgow & Clyde,250861.4464,670374.668,1,35,501
S01006186,Greater Glasgow & Clyde,249837.8623,670462.3588,1,40,636
S01006187,Greater Glasgow & Clyde,250536.4735,670627.3445,1,68,493
S01006188,Greater Glasgow & Clyde,248961.8382,670775.6907,1,30,490
S01006189,Greater Glasgow & Clyde,250773.0652,670790.3081,1,60,451
S01006190,Greater Glasgow & Clyde,250150.6169,670900.8041,1,23,501
S01006191,Greater Glasgow & Clyde,248627.9961,671018.5373,1,40,391
S01006192,Greater Glasgow & Clyde,249666.3517,671032.0051,1,68,443
S01006193,Greater Glasgow & Clyde,247913.7612,671124.4359,1,48,443
S01006194,Greater Glasgow & Clyde,250485.824,671124.6624,1,55,546
S01006195,Greater Glasgow & Clyde,249548.1086,671258.3743,1,35,453
S01006196,Greater Glasgow & Clyde,249215.4573,671331.9691,1,28,532
S01006197,Greater Glasgow & Clyde,250291.9757,671374.4494,1,40,502
S01006198,Greater Glasgow & Clyde,248151.0321,671383.0088,1,60,488
S01006199,Greater Glasgow & Clyde,249698.6299,671451.1047,1,28,399
S01006200,Greater Glasgow & Clyde,248601.8636,671535.0979,1,20,467
S01006201,Greater Glasgow & Clyde,247729.4129,671604.5616,1,48,561
S01006202,Greater Glasgow & Clyde,248035.0709,671651.5762,1,85,519
S01006203,Greater Glasgow & Clyde,249635.039,671832.331,1,10,365
S01006204,Greater Glasgow & Clyde,249020.9238,671844.2008,1,30,503
S01006205,Greater Glasgow & Clyde,250455.6249,671885.8478,1,10,347
S01006206,Greater Glasgow & Clyde,247362.5088,671958.0321,1,25,478
S01006207,Greater Glasgow & Clyde,247845.2027,671967.8392,1,33,444
S01006208,Greater Glasgow & Clyde,249273.9807,671981.3907,1,18,397
S01006209,Greater Glasgow & Clyde,246812.6551,672115.8839,1,13,477
S01006210,Greater Glasgow & Clyde,249590.7254,672231.5939,1,20,441
S01006211,Greater Glasgow & Clyde,247908.4163,672303.9887,1,30,345
S01006212,Greater Glasgow & Clyde,247075.2538,672351.9637,1,13,577
S01006213,Greater Glasgow & Clyde,248302.4633,672377.6612,1,33,607
S01006214,Greater Glasgow & Clyde,248959.234,672390.0571,1,25,501
S01006215,Greater Glasgow & Clyde,249796.1563,672464.4977,1,20,456
S01006216,Greater Glasgow & Clyde,247573.7566,672538.4501,1,25,452
S01006217,Greater Glasgow & Clyde,250812.2944,672651.6752,1,60,579
S01006218,Greater Glasgow & Clyde,249662.8629,672757.8407,1,15,405
S01006219,Greater Glasgow & Clyde,246610.9093,672783.2745,1,23,530
S01006220,Greater Glasgow & Clyde,246990.6336,672809.5447,1,13,626
S01006221,Greater Glasgow & Clyde,248546.3608,672845.0868,1,35,389
S01006222,Greater Glasgow & Clyde,248940.904,672901.7666,1,30,585
S01006223,Greater Glasgow & Clyde,249376.8995,673007.163,1,8,401
S01006224,Greater Glasgow & Clyde,246025.2031,673045.7173,1,10,376
S01006225,Greater Glasgow & Clyde,250433.171,673057.3418,1,50,554
S01006226,Greater Glasgow & Clyde,248390.4354,673079.1689,1,8,448
S01006227,Greater Glasgow & Clyde,250006.8043,673158.6649,1,18,526
S01006228,Greater Glasgow & Clyde,248958.2515,673309.0354,1,8,461
S01006229,Greater Glasgow & Clyde,250915.7064,673346.7592,1,63,616
S01006230,Greater Glasgow & Clyde,250250.9579,673350.7253,1,60,535
S01006231,Greater Glasgow & Clyde,250595.1346,673353.8437,1,45,568
S01006232,Greater Glasgow & Clyde,241667.1539,674321.5213,2,10,735
S01006233,Greater Glasgow & Clyde,245512.4048,674397.89,1,20,440
S01006234,Greater Glasgow & Clyde,240295.1704,674751.61,2,13,388
S01006235,Greater Glasgow & Clyde,241283.3756,675013.2461,2,10,432
S01006236,Greater Glasgow & Clyde,240381.3403,675020.6579,2,20,388
S01006237,Greater Glasgow & Clyde,239115.2201,675027.2044,2,20,500
S01006238,Greater Glasgow & Clyde,240804.5461,675051.4914,2,18,608
S01006239,Greater Glasgow & Clyde,241516.4097,675156.6548,2,5,372
S01006240,Greater Glasgow & Clyde,238477.5855,675305.6887,2,70,490
S01006241,Greater Glasgow & Clyde,239874.8463,675353.9328,2,28,613
S01006242,Greater Glasgow & Clyde,240959.5768,675394.4244,2,15,397
S01006243,Greater Glasgow & Clyde,248477.7438,675549.7138,1,5,362
S01006244,Greater Glasgow & Clyde,240718.7314,675552.0477,2,15,478
S01006245,Greater Glasgow & Clyde,238147.379,675634.4857,2,50,333
S01006246,Greater Glasgow & Clyde,238812.8202,675639.2907,2,23,431
S01006247,Greater Glasgow & Clyde,243749.7624,675658.424,1,25,518
S01006248,Greater Glasgow & Clyde,241274.307,675692.7762,2,13,557
S01006249,Greater Glasgow & Clyde,239925.4124,675773.2569,2,20,462
S01006250,Greater Glasgow & Clyde,237634.0109,675785.9326,2,58,438
S01006251,Greater Glasgow & Clyde,240374.4761,675911.0577,2,10,327
S01006252,Greater Glasgow & Clyde,240633.4399,675956.8862,2,10,383
S01006253,Greater Glasgow & Clyde,238080.8979,676062.2712,2,53,389
S01006254,Greater Glasgow & Clyde,237536.6698,676127.658,2,20,529
S01006255,Greater Glasgow & Clyde,240985.074,676147.0463,2,28,591
S01006256,Greater Glasgow & Clyde,238507.7407,676194.8429,2,35,378
S01006257,Greater Glasgow & Clyde,239857.6445,676353.9202,2,18,447
S01006258,Greater Glasgow & Clyde,240873.4333,676421.8402,2,50,396
S01006259,Greater Glasgow & Clyde,240709.1964,676660.1258,2,40,410
S01006260,Greater Glasgow & Clyde,240896.0865,676836.9045,2,58,329
S01006261,Greater Glasgow & Clyde,240565.9141,676856.0381,2,38,491
S01006262,Greater Glasgow & Clyde,239692.7214,677728.9655,2,23,509
S01006263,Greater Glasgow & Clyde,237956.4256,678162.3303,2,38,560
S01006264,Greater Glasgow & Clyde,239766.3051,678443.126,2,15,661
S01006265,Greater Glasgow & Clyde,240514.3542,678735.1916,2,20,523
S01006266,Greater Glasgow & Clyde,239109.4347,678738.2169,2,45,661
S01006267,Greater Glasgow & Clyde,240335.1883,678884.1027,2,25,400
S01006268,Greater Glasgow & Clyde,240111.0939,679018.136,2,25,430
S01006269,Greater Glasgow & Clyde,240551.367,679211.5118,2,35,353
S01006270,Greater Glasgow & Clyde,239484.2676,679248.9851,2,28,520
S01006271,Greater Glasgow & Clyde,239977.3496,679253.7565,2,40,381
S01006272,Greater Glasgow & Clyde,238935.7725,679378.1968,2,28,607
S01006273,Greater Glasgow & Clyde,240435.7222,679469.8958,2,28,383
S01006274,Greater Glasgow & Clyde,240106.2744,679544.7786,2,23,312
S01006275,Greater Glasgow & Clyde,243966.5287,679902.6842,2,15,649
S01006276,Greater Glasgow & Clyde,239773.2561,679933.8633,2,28,538
S01006277,Greater Glasgow & Clyde,238665.2003,679986.9127,2,20,451
S01006278,Greater Glasgow & Clyde,239391.482,680109.6798,2,40,586
S01006279,Greater Glasgow & Clyde,239935.0333,680562.824,2,53,794
S01006280,Greater Glasgow & Clyde,239359.6351,680874.4158,2,40,430
S01006281,Greater Glasgow & Clyde,238416.1304,681018.148,2,28,445
S01006282,Greater Glasgow & Clyde,238715.7781,681128.6059,2,13,389
S01006283,Greater Glasgow & Clyde,238975.4967,681229.8655,2,15,405
S01006284,Greater Glasgow & Clyde,238396.0434,681328.2752,2,23,533
S01006285,Greater Glasgow & Clyde,239753.1482,681379.4088,2,30,557
S01006286,Greater Glasgow & Clyde,236966.5488,681598.3617,2,43,680
S01006287,Greater Glasgow & Clyde,238831.9221,681648.5197,2,8,387
S01006288,Greater Glasgow & Clyde,239953.7477,681660.8373,2,45,430
S01006289,Greater Glasgow & Clyde,239215.4503,681864.3608,2,18,488
S01006290,Greater Glasgow & Clyde,240373.0615,681870.0481,2,55,552
S01006291,Greater Glasgow & Clyde,239993.8834,681954.4688,2,25,344
S01006292,Greater Glasgow & Clyde,239709.8812,682130.2509,2,10,458
S01006293,Greater Glasgow & Clyde,239784.1002,683999.3132,2,10,532
S01006294,Greater Glasgow & Clyde,242810.1298,685723.2458,5,8,404
S01006295,Lothian,298364.0402,659152.0578,5,13,632
S01006296,Lothian,307375.9418,659739.7876,3,15,686
S01006297,Lothian,292694.5547,660413.793,3,25,457
S01006298,Lothian,293752.0605,660473.3178,3,18,670
S01006299,Lothian,293181.3629,660518.321,3,30,460
S01006300,Lothian,293531.9481,660924.4163,3,40,426
S01006301,Lothian,293244.77,660961.3794,3,35,397
S01006302,Lothian,294008.0055,661144.2263,3,20,612
S01006303,Lothian,296751.2149,662043.2075,3,23,410
S01006304,Lothian,298636.0952,662080.0029,3,43,536
S01006305,Lothian,297752.7305,662525.9552,3,13,431
